P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
MAL-M	SLV-M	SLV-F	0.0536032	0.739205	0.459783	0.0101867	299.337	27.1941	24.4271
MAL-M	SLV-F	SLV-O	0.00318002	0.0180397	0.985607	7.08651e-05	185.121	9.62351	9.5625
SNM-C	SLV-F	MAL-M	0.110333	1.79997	0.0718646	0.0317805	174.8	56.8624	45.5616
SNM-M	MAL-M	SLV-F	0.0488008	0.683881	0.494051	0.00774337	318.107	22.9161	20.7835
MAL-M	SLV-F	SNM-S	0.146297	2.10434	0.0353485	0.0457105	132.983	71.7258	53.4176
TES-C	SLV-F	MAL-M	0.202596	3.24094	0.00119135	0.0589613	159.231	64.6073	42.8391
TES-M	MAL-M	SLV-F	0.0466014	0.70153	0.482972	0.00738346	318.844	22.7627	20.7356
MAL-M	SLV-F	TES-S	0.166358	2.61806	0.00884319	0.0554035	128.776	72.2141	51.6143
TRE-F	SLV-F	MAL-M	0.0689538	1.19023	0.233954	0.0153305	213.27	41.9109	36.5039
TRQ-F	SLV-F	MAL-M	0.0632921	1.18242	0.237039	0.0135889	233.046	40.2121	35.4249
SLV-M	MAL-M	SLV-O	0.423077	1.87664	0.0605673	0.00306717	268.579	4.43229	1.79688
MAL-M	SLV-M	SNM-C	0.0408188	0.552488	0.580614	0.00811174	307.558	24.5651	22.6383
SNM-M	MAL-M	SLV-M	0.0942845	1.86361	0.0623768	0.161048	66.1299	48.3628	40.0289
MAL-M	SLV-M	SNM-S	0.0109938	0.13266	0.894462	0.000989733	371.833	18.0272	17.6351
MAL-M	SLV-M	TES-C	0.0822384	1.15525	0.247987	0.0169189	315.853	26.0663	22.1047
TES-M	MAL-M	SLV-M	0.062275	1.34798	0.177665	0.117597	63.1358	47.673	42.0834
MAL-M	SLV-M	TES-S	0.031836	0.36778	0.713037	0.00284158	370.061	16.9322	15.8873
MAL-M	SLV-M	TRE-F	0.107816	1.54227	0.123008	0.0222853	304.259	28.237	22.7407
MAL-M	SLV-M	TRQ-F	0.0514323	0.694395	0.487434	0.0113759	304.465	27.3608	24.684
SNM-C	MAL-M	SLV-O	0.134591	0.68649	0.492404	0.00234542	179.637	8.50521	6.48735
SNM-M	MAL-M	SLV-O	0.383691	2.18822	0.0286538	0.00269899	273.466	4.17063	1.85764
SNM-S	MAL-M	SLV-O	0.252097	1.62879	0.103357	0.00737881	165.366	15.8942	9.49392
MAL-M	TES-C	SLV-O	0.0168834	0.0976109	0.922241	0.000367598	183.909	9.55035	9.23322
TES-M	MAL-M	SLV-O	0.398049	2.62866	0.00857209	0.00242638	275.414	3.66121	1.57639
TES-S	MAL-M	SLV-O	0.259497	1.63353	0.102357	0.00675188	162.49	14.2329	8.36806
MAL-M	TRE-F	SLV-O	0.0152491	0.08072	0.935665	0.000327224	183.003	9.37351	9.09193
TRQ-F	MAL-M	SLV-O	0.0758615	0.444471	0.656702	0.00179797	185.556	10.9748	9.42708
SNM-M	MAL-M	SNM-C	0.120747	1.54573	0.12217	0.0201853	326.229	22.8206	17.9033
MAL-M	SNM-C	SNM-S	0.166944	2.22927	0.025796	0.055855	121.77	77.4017	55.2554
TES-C	SNM-C	MAL-M	0.0858727	1.45484	0.145714	0.0231495	164.062	53.2725	44.8467
TES-M	MAL-M	SNM-C	0.048092	0.639344	0.522599	0.00813367	327.553	21.4832	19.5117
MAL-M	SNM-C	TES-S	0.171984	2.5544	0.0106371	0.0601131	118.271	75.2448	53.161
SNM-C	TRE-F	MAL-M	0.0401794	0.653974	0.513129	0.0113438	171.736	51.9298	47.918
SNM-C	TRQ-F	MAL-M	0.0592689	1.04775	0.294752	0.0174838	171.829	55.5995	49.3776
SNM-M	MAL-M	SNM-S	0.0640454	0.789514	0.429812	0.00555371	394.226	18.5805	16.3438
SNM-M	MAL-M	TES-C	0.0833185	1.24142	0.214452	0.0156393	339.27	24.3379	20.5943
TES-M	SNM-M	MAL-M	0.00965022	0.199546	0.841836	0.0221443	43.5063	55.5126	54.4514
SNM-M	MAL-M	TES-S	0.071892	0.890724	0.373077	0.00626406	392.331	17.4512	15.1103
SNM-M	MAL-M	TRE-F	0.100564	1.31256	0.189331	0.0171039	325.123	23.6012	19.2881
SNM-M	MAL-M	TRQ-F	0.106033	1.57628	0.114962	0.019565	324.813	24.6684	19.9386
SNM-S	MAL-M	TES-C	0.11752	2.1867	0.0287644	0.0910053	52.4115	112.792	89.0695
TES-M	MAL-M	SNM-S	0.0404854	0.524836	0.599697	0.00350951	395.302	18.1062	16.6972
SNM-S	TES-S	MAL-M	0.023896	0.360274	0.718643	0.00355359	332.891	32.7669	31.2374
MAL-M	TRE-F	SNM-S	0.147305	2.20623	0.0273676	0.0474284	125.281	74.121	55.0879
MAL-M	TRQ-F	SNM-S	0.0878593	1.15775	0.246967	0.0276658	132.753	68.7456	57.6413
TES-M	MAL-M	TES-C	0.0245726	0.366579	0.713933	0.00437735	338.261	21.5573	20.5233
TES-S	MAL-M	TES-C	0.120545	2.18166	0.0291349	0.0924153	53.3692	112.221	88.0758
TES-C	TRE-F	MAL-M	0.132583	2.36822	0.0178741	0.0384034	162.736	60.0646	46.002
TES-C	TRQ-F	MAL-M	0.142656	2.39105	0.0168004	0.0437596	154.974	64.5032	48.3973
TES-M	MAL-M	TES-S	0.0787251	1.01467	0.310261	0.00701337	394.918	17.9321	15.3147
TES-M	MAL-M	TRE-F	0.0623365	0.894444	0.371084	0.0109266	325.519	23.3084	20.573
TES-M	MAL-M	TRQ-F	0.0916711	1.34338	0.179148	0.0177369	327.107	25.3843	21.1211
MAL-M	TRE-F	TES-S	0.156042	2.56519	0.010312	0.0528347	121.318	72.6386	53.0291
MAL-M	TRQ-F	TES-S	0.121012	1.61445	0.106431	0.0398986	127.281	68.8026	53.9483
TRE-F	TRQ-F	MAL-M	0.00908725	0.154665	0.877085	0.00213124	212.847	41.7371	40.9854
MOB-S	MOB-G	MOB-C	0.0808095	1.41157	0.158078	0.0501051	106.253	79.7688	67.8406
MOB-C	MTB-F	MOB-G	0.0443695	0.904878	0.36553	0.020252	160.998	61.8757	56.6182
PAS-C	MOB-C	MOB-G	0.260018	4.59397	4.34899e-06	0.105024	171.463	74.5678	43.7922
MOB-C	MOB-G	REN-C	0.0113752	0.143535	0.885867	0.0022856	173.753	47.7372	46.6634
MOB-C	MOB-G	REN-HC	0.00413295	0.0551581	0.956013	0.000876307	170.868	46.9305	46.5441
REN-HS	MOB-G	MOB-C	0.127879	2.36501	0.0180297	0.0681717	119.266	72.4583	56.0277
REN-S	MOB-G	MOB-C	0.0726465	1.3527	0.176152	0.0398834	115.585	69.0461	59.6936
RGG-C	MOB-C	MOB-G	0.115039	2.27385	0.0229752	0.0454006	192.859	60.0947	47.6948
RGG-S	MOB-G	MOB-C	0.0985284	1.48343	0.13796	0.0612679	100.487	81.8556	67.1721
SLV-F	MOB-C	MOB-G	0.277625	4.85774	1.18735e-06	0.108388	174.978	72.6766	41.0917
MOB-G	SLV-M	MOB-C	0.0330073	0.589102	0.555793	0.0299114	53.6214	104.376	97.7058
MOB-C	MOB-G	SLV-O	0.0126475	0.0936223	0.925409	0.000275308	176.892	9.48413	9.24722
SNM-C	MOB-C	MOB-G	0.219859	3.74386	0.000181213	0.0836409	178.659	65.4156	41.8355
SNM-M	MOB-G	MOB-C	0.00773866	0.135712	0.892049	0.00706219	53.8008	103.111	101.528
SNM-S	MOB-G	MOB-C	0.0951973	1.48614	0.137243	0.0586031	102.471	81.2122	67.0938
TES-C	MOB-C	MOB-G	0.124851	2.36365	0.0180957	0.0501438	191.285	61.6546	47.9681
MOB-G	TES-M	MOB-C	0.0158269	0.272963	0.784882	0.0143225	52.9363	103.885	100.648
TES-S	MOB-G	MOB-C	0.103695	1.56316	0.118015	0.0638128	101.692	81.8898	66.5023
TRE-F	MOB-C	MOB-G	0.23895	4.53254	5.82799e-06	0.0962218	177.193	71.4165	43.869
TRQ-F	MOB-C	MOB-G	0.310161	5.38059	7.42434e-08	0.121662	173.703	75.779	39.8999
MTB-F	MOB-C	MOB-S	0.023372	0.485546	0.627289	0.00923128	177.613	57.3048	54.6873
PAS-C	MOB-C	MOB-S	0.231658	4.27436	1.91691e-05	0.0862493	184.444	71.5854	44.6569
MOB-C	MOB-S	REN-C	0.00727111	0.096741	0.922932	0.0015036	167.641	49.3893	48.6763
MOB-C	MOB-S	REN-HC	0.0222403	0.32907	0.742103	0.00492853	165.187	50.5404	48.3412
REN-HS	MOB-S	MOB-C	0.0534788	1.30358	0.192377	0.023556	195.568	57.684	51.8275
MOB-S	REN-S	MOB-C	0.0305707	0.52518	0.599458	0.0136671	196.131	56.1745	52.8418
RGG-C	MOB-C	MOB-S	0.103815	1.90211	0.0571563	0.0369867	209.078	58.3163	47.3469
RGG-S	MOB-S	MOB-C	0.0268765	0.450796	0.652137	0.0113401	217.889	53.5634	50.7595
SLV-F	MOB-C	MOB-S	0.223527	4.06312	4.84201e-05	0.0818136	188.071	69.7375	44.2567
MOB-S	SLV-M	MOB-C	0.0925842	1.56346	0.117944	0.0802312	52.4711	113.591	94.3402
MOB-S	MOB-C	SLV-O	0.174903	1.21644	0.223817	0.00448024	175.647	13.1264	9.21825
SNM-C	MOB-C	MOB-S	0.203992	3.23833	0.00120233	0.070899	193.251	63.7667	42.1588
MOB-S	SNM-M	MOB-C	0.0550297	0.929874	0.352436	0.0467803	52.5464	108.417	97.1068
SNM-S	MOB-S	MOB-C	0.0277189	0.455948	0.648427	0.0112899	221.626	51.9294	49.1282
TES-C	MOB-C	MOB-S	0.104697	2.1836	0.0289919	0.0385577	206.833	59.8224	48.4832
MOB-S	TES-M	MOB-C	0.083193	1.4087	0.158924	0.0710821	50.0117	112.562	95.2721
TES-S	MOB-S	MOB-C	0.0452129	0.835214	0.403597	0.0185913	221.439	53.4701	48.8442
TRE-F	MOB-C	MOB-S	0.213389	4.22868	2.35065e-05	0.0775417	189.275	68.2717	44.2589
TRQ-F	MOB-C	MOB-S	0.272733	4.9173	8.77443e-07	0.0998616	186.456	73.7839	42.1617
PAS-C	MTB-F	MOB-C	0.0346324	0.907952	0.363904	0.0498012	63.8633	98.8335	92.2169
MOB-C	MTB-F	REN-C	0.000319877	0.00500607	0.996006	4.283e-05	262.611	31.9287	31.9083
MOB-C	MTB-F	REN-HC	0.00841085	0.127303	0.898701	0.00117525	256.726	31.6139	31.0865
MOB-C	MTB-F	REN-HS	0.0147891	0.286501	0.774494	0.00673205	179.097	57.4392	55.765
MOB-C	MTB-F	REN-S	0.0263004	0.549705	0.582522	0.01163	172.357	59.222	56.1867
RGG-C	MOB-C	MTB-F	0.0618345	1.52526	0.127195	0.0787275	108.008	77.7276	68.6749
MTB-F	MOB-C	RGG-S	0.0634512	1.21709	0.223571	0.0202801	180.416	57.7827	50.8875
SLV-F	MTB-F	MOB-C	0.000580512	0.0137195	0.989054	0.000862415	67.9292	91.667	91.5606
MTB-F	MOB-C	SLV-M	0.108321	1.69456	0.0901581	0.0342778	157.902	60.7129	48.8454
MTB-F	MOB-C	SLV-O	0.20172	1.38047	0.167442	0.00296075	213.788	7.68125	5.10251
MTB-F	SNM-C	MOB-C	0.0551756	1.33952	0.1804	0.0803591	61.5286	94.2502	84.3934
MTB-F	MOB-C	SNM-M	0.0927674	1.48204	0.138329	0.0274333	165.434	59.7129	49.5746
MTB-F	MOB-C	SNM-S	0.0546589	1.10465	0.26931	0.0159481	178.728	56.6743	50.7999
TES-C	MOB-C	MTB-F	0.0877618	2.17684	0.0294927	0.107627	106.72	79.7401	66.8731
MTB-F	MOB-C	TES-M	0.111714	1.72798	0.083991	0.0342125	163.329	62.2626	49.7493
MTB-F	MOB-C	TES-S	0.028614	0.534014	0.593332	0.00907467	180.233	55.0348	51.9729
MTB-F	TRE-F	MOB-C	0.0195048	0.503899	0.614333	0.0296035	68.3507	96.2043	92.5232
TRQ-F	MTB-F	MOB-C	0.0385606	0.985767	0.324248	0.0545574	66.1701	96.6673	89.489
PAS-C	MOB-C	REN-C	0.0387455	0.563417	0.573151	0.00487091	254.927	31.4225	29.0783
PAS-C	MOB-C	REN-HC	0.0698126	1.04165	0.297574	0.00906568	254.135	31.5822	27.4603
PAS-C	MOB-C	REN-HS	0.212668	4.13958	3.47941e-05	0.0884037	185.648	69.6278	45.2063
PAS-C	MOB-C	REN-S	0.208712	4.05626	4.98644e-05	0.0835316	179.185	69.9922	45.8207
MOB-C	RGG-C	PAS-C	0.051904	1.33979	0.180314	0.0616025	107.659	78.7718	70.9981
PAS-C	MOB-C	RGG-S	0.161773	2.85459	0.00430925	0.0508762	180.984	64.8006	46.7541
PAS-C	SLV-F	MOB-C	0.0591906	1.66793	0.0953305	0.0564985	128.314	67.5684	60.0166
MOB-C	PAS-C	SLV-M	0.0929919	1.58354	0.113298	0.0298468	140.512	59.0662	49.0155
PAS-C	MOB-C	SLV-O	0.00719935	0.0504067	0.959798	0.000138615	213.417	8.44312	8.32242
PAS-C	MOB-C	SNM-C	0.0274794	0.662174	0.50786	0.0332651	69.81	87.5958	82.9104
MOB-C	PAS-C	SNM-M	0.128929	2.10385	0.0353912	0.0386501	146.852	61.0899	47.1364
PAS-C	MOB-C	SNM-S	0.210809	3.85001	0.000118112	0.0598448	181.696	67.1824	43.7886
MOB-C	TES-C	PAS-C	0.0191523	0.476609	0.633641	0.0229497	107.856	76.7058	73.8228
MOB-C	PAS-C	TES-M	0.0870815	1.43347	0.151723	0.0267381	145.47	59.223	49.7348
PAS-C	MOB-C	TES-S	0.173345	3.04915	0.00229491	0.0525469	181.496	63.8032	44.9512
PAS-C	TRE-F	MOB-C	0.0797486	2.15329	0.031296	0.0821163	112.962	73.8489	62.9401
TRQ-F	PAS-C	MOB-C	0.00112309	0.0314003	0.97495	0.00109367	125.253	64.674	64.5289
REN-C	REN-HC	MOB-C	0.0469336	0.722177	0.470186	0.00573862	416.565	21.6155	19.6775
MOB-C	REN-HS	REN-C	0.0587266	0.883975	0.37671	0.0129532	164.789	55.1276	49.0118
MOB-C	REN-S	REN-C	0.157015	2.2609	0.0237652	0.0355483	169.026	62.2536	45.3571
RGG-C	MOB-C	REN-C	0.0528333	0.736166	0.46163	0.00650555	291.838	31.2122	28.0797
RGG-S	MOB-C	REN-C	0.046828	0.599166	0.549062	0.00938604	168.839	50.4629	45.9481
SLV-F	MOB-C	REN-C	0.0529533	0.694784	0.48719	0.00646302	260.033	30.6024	27.5244
SLV-M	MOB-C	REN-C	0.0654224	0.788667	0.430307	0.0119832	185.61	45.415	39.8376
REN-C	MOB-C	SLV-O	0.180433	1.22448	0.220771	0.00472442	137.779	12.9871	9.01687
SNM-C	MOB-C	REN-C	0.0879157	1.13628	0.25584	0.0106883	272.148	31.6256	26.5142
SNM-M	MOB-C	REN-C	0.0493238	0.625157	0.531868	0.0092265	179.611	45.9732	41.6512
MOB-C	SNM-S	REN-C	0.00755164	0.0880636	0.929826	0.00150708	167.866	47.5105	46.7983
TES-C	MOB-C	REN-C	0.0726042	0.920067	0.357538	0.00925368	290.758	33.0015	28.5338
TES-M	MOB-C	REN-C	0.0642124	0.79108	0.428897	0.0117524	183.338	45.9511	40.4059
MOB-C	TES-S	REN-C	0.0303826	0.357752	0.720529	0.0061301	166.344	49.7795	46.8438
TRE-F	MOB-C	REN-C	0.0591759	0.776989	0.437165	0.00734952	264.481	31.5615	28.0349
TRQ-F	MOB-C	REN-C	0.122222	1.57512	0.115229	0.0150422	257.068	33.4942	26.1984
MOB-C	REN-HS	REN-HC	0.067064	1.10422	0.2695	0.0160527	162.285	56.4994	49.3975
MOB-C	REN-S	REN-HC	0.16213	2.43144	0.0150389	0.0386484	165.848	61.9994	44.7002
RGG-C	MOB-C	REN-HC	0.0320934	0.463552	0.642969	0.00410557	287.79	29.8245	27.9697
RGG-S	MOB-C	REN-HC	0.0128411	0.167423	0.867037	0.00272496	165.801	48.0389	46.8208
SLV-F	MOB-C	REN-HC	0.0571302	0.759177	0.447747	0.00714465	257.13	29.7625	26.5456
SLV-M	MOB-C	REN-HC	0.0648921	0.837644	0.402231	0.0124642	181.266	45.0227	39.5355
REN-HC	MOB-C	SLV-O	0.178683	1.23128	0.218219	0.00495717	136.626	13.7375	9.57242
SNM-C	MOB-C	REN-HC	0.0939265	1.24806	0.21201	0.0117287	267.336	30.8976	25.5918
SNM-M	MOB-C	REN-HC	0.0274268	0.352797	0.724241	0.00538794	174.055	44.2718	41.9082
MOB-C	SNM-S	REN-HC	0.034323	0.418405	0.675651	0.00723147	164.269	48.3995	45.1873
TES-C	MOB-C	REN-HC	0.0741496	1.00975	0.312617	0.00987287	285.954	32.5112	28.0226
TES-M	MOB-C	REN-HC	0.0202834	0.262321	0.793074	0.00392859	179.458	43.5784	41.8457
MOB-C	TES-S	REN-HC	0.0696271	0.859431	0.390103	0.0149426	161.849	51.681	44.9527
TRE-F	MOB-C	REN-HC	0.0474934	0.653039	0.513731	0.00612185	261.24	30.4673	27.7046
TRQ-F	MOB-C	REN-HC	0.107139	1.40993	0.158561	0.0137054	255.2	32.314	26.0599
REN-HS	REN-S	MOB-C	0.08985	1.9739	0.0483926	0.0365128	215.446	54.8468	45.8034
RGG-C	MOB-C	REN-HS	0.107185	2.235	0.0254171	0.0422831	211.098	57.4444	46.3222
REN-HS	RGG-S	MOB-C	0.0232941	0.411806	0.680482	0.0111303	171.919	60.493	57.7389
SLV-F	MOB-C	REN-HS	0.216572	4.2817	1.8547e-05	0.0888001	190.918	68.3106	43.9896
REN-HS	SLV-M	MOB-C	0.118441	2.37555	0.0175229	0.0994989	50.866	114.896	90.5615
REN-HS	MOB-C	SLV-O	0.1392	1.02727	0.304292	0.00358199	175.722	12.7688	9.64831
SNM-C	MOB-C	REN-HS	0.201512	3.55337	0.000380335	0.0767425	195.545	62.1205	41.2834
REN-HS	SNM-M	MOB-C	0.0803726	1.56191	0.118309	0.0675237	50.9517	111.269	94.7135
REN-HS	SNM-S	MOB-C	0.0283206	0.484129	0.628294	0.0135469	176.803	60.8909	57.5369
TES-C	MOB-C	REN-HS	0.0860329	1.73387	0.0829407	0.0355814	208.633	58.377	49.128
REN-HS	TES-M	MOB-C	0.107918	2.11929	0.0340659	0.0904943	49.7896	114.468	92.1682
REN-HS	TES-S	MOB-C	0.00470884	0.0873165	0.93042	0.00222027	175.491	58.6829	58.1328
TRE-F	MOB-C	REN-HS	0.193367	4.04756	5.17554e-05	0.0802128	191.265	67.4331	45.5801
TRQ-F	MOB-C	REN-HS	0.254896	4.95249	7.32712e-07	0.102981	187.568	71.0541	42.1889
RGG-C	MOB-C	REN-S	0.101492	2.15137	0.0314473	0.0394224	204.958	58.7718	47.9413
RGG-S	REN-S	MOB-C	0.0502798	0.779879	0.435462	0.0237825	174.576	61.1184	55.2666
SLV-F	MOB-C	REN-S	0.202153	4.2489	2.14825e-05	0.0798728	184.603	68.3099	45.336
REN-S	SLV-M	MOB-C	0.0777387	1.26464	0.206002	0.0668989	50.3137	109.574	93.7662
REN-S	MOB-C	SLV-O	0.0244821	0.172416	0.863111	0.000569652	177.431	10.3446	9.8502
SNM-C	MOB-C	REN-S	0.188617	3.44145	0.000578604	0.0700995	188.997	62.526	42.6819
REN-S	SNM-M	MOB-C	0.0359934	0.584421	0.558937	0.031118	49.7941	106.408	99.0142
SNM-S	REN-S	MOB-C	0.032569	0.53	0.596112	0.0156847	174.684	61.2376	57.3745
TES-C	MOB-C	REN-S	0.0760089	1.54217	0.123032	0.0304547	200.807	58.2402	50.0121
REN-S	TES-M	MOB-C	0.0667143	1.06851	0.285292	0.0568227	49.3982	108.7	95.1031
TES-S	REN-S	MOB-C	0.0686697	1.063	0.287783	0.032078	175.671	61.8199	53.8751
TRE-F	MOB-C	REN-S	0.209151	4.94693	7.53944e-07	0.0826933	185.419	68.7896	44.9921
TRQ-F	MOB-C	REN-S	0.25885	5.52611	3.27405e-08	0.100399	180.775	71.9962	42.3879
RGG-C	MOB-C	RGG-S	0.0855559	1.65235	0.0984641	0.0255873	208.558	56.2422	47.3769
SLV-F	MOB-C	RGG-C	0.0373221	0.837451	0.402339	0.0791542	68.3081	97.5904	90.5679
MOB-C	RGG-C	SLV-M	0.037452	0.652217	0.514261	0.011432	176.921	53.5172	49.6532
RGG-C	MOB-C	SLV-O	0.0234635	0.181653	0.855855	0.00040089	225.451	7.61538	7.2662
SNM-C	MOB-C	RGG-C	0.0358684	0.848771	0.396009	0.073097	74.1418	92.5095	86.1029
MOB-C	RGG-C	SNM-M	0.0488516	0.825876	0.408875	0.0139055	184.806	54.0785	49.0409
RGG-C	MOB-C	SNM-S	0.0996158	1.93724	0.0527165	0.0272891	209.062	56.902	46.5923
TES-C	RGG-C	MOB-C	0.015801	0.466356	0.640961	0.0258456	101.457	79.7473	77.2663
MOB-C	RGG-C	TES-M	0.0225907	0.383401	0.701423	0.00661877	182.12	53.3459	50.9889
RGG-C	MOB-C	TES-S	0.0713267	1.3832	0.166604	0.0212658	210.402	55.5214	48.1284
TRE-F	MOB-C	RGG-C	0.0444055	1.14654	0.251573	0.0947973	73.3525	98.3125	89.9525
MOB-C	RGG-C	TRQ-F	0.105642	2.95453	0.00313141	0.100323	104.304	83.6336	67.6516
SLV-F	MOB-C	RGG-S	0.175567	3.57685	0.000347756	0.0533083	184.583	63.2438	44.3533
RGG-S	SLV-M	MOB-C	0.105069	1.80361	0.0712923	0.0865181	48.4856	109.933	89.0283
RGG-S	MOB-C	SLV-O	0.193866	1.58614	0.112707	0.00503367	174.845	13.5249	9.13244
SNM-C	MOB-C	RGG-S	0.161405	2.62829	0.00858154	0.0465531	190.64	58.6776	42.3682
RGG-S	SNM-M	MOB-C	0.0650199	1.11868	0.263278	0.0529921	47.033	105.638	92.7393
RGG-S	SNM-S	MOB-C	0.0151575	0.252837	0.800394	0.00467486	303.538	38.6911	37.5357
TES-C	MOB-C	RGG-S	0.0368643	0.762617	0.445692	0.0116916	203.959	55.555	51.6046
RGG-S	TES-M	MOB-C	0.0931572	1.60144	0.109281	0.0767885	45.8339	110.279	91.4833
TES-S	RGG-S	MOB-C	0.0412389	0.955241	0.339456	0.0106858	320.71	33.4356	30.7872
TRE-F	MOB-C	RGG-S	0.166863	3.4658	0.000528653	0.0501282	185.574	62.1072	44.3444
TRQ-F	MOB-C	RGG-S	0.203041	3.70642	0.000210213	0.061927	181.969	65.7644	43.5658
MOB-C	SLV-F	SLV-M	0.175737	2.72858	0.00636069	0.0570498	142.252	63.9941	44.8638
MOB-C	SLV-F	SLV-O	0.0159513	0.11212	0.910728	0.000317732	216.225	8.78274	8.50694
SLV-F	SNM-C	MOB-C	0.0679983	1.57628	0.114961	0.0781542	101.582	75.5694	65.9466
MOB-C	SLV-F	SNM-M	0.18559	2.8696	0.00410997	0.0563709	149.811	64.6533	44.4118
SLV-F	MOB-C	SNM-S	0.210773	4.55379	5.26889e-06	0.0584128	186.646	65.268	42.5441
SLV-F	MOB-C	TES-C	0.0563348	1.34684	0.178031	0.0830086	70.5786	97.0257	86.6769
MOB-C	SLV-F	TES-M	0.154084	2.37587	0.0175076	0.0476721	147.55	62.9565	46.1456
SLV-F	MOB-C	TES-S	0.153844	3.05163	0.00227601	0.046054	185.213	61.309	44.9601
SLV-F	TRE-F	MOB-C	0.0348025	0.881474	0.378062	0.0313344	144.152	57.9591	54.0606
TRQ-F	SLV-F	MOB-C	0.0763225	2.38352	0.0171479	0.0581835	163.713	54.3212	46.6174
SLV-M	MOB-C	SLV-O	0.116137	0.646465	0.517978	0.00223688	180.32	9.22917	7.30853
MOB-C	SNM-C	SLV-M	0.0683036	1.00386	0.315446	0.0199874	153.337	52.0513	45.3953
SNM-M	SLV-M	MOB-C	0.125935	1.8401	0.0657529	0.0282658	311.86	28.6705	22.2569
SNM-S	SLV-M	MOB-C	0.102781	1.71999	0.0854335	0.0856495	47.8876	111.115	90.4025
MOB-C	TES-C	SLV-M	0.0111988	0.191469	0.848158	0.00337193	174.326	51.1511	50.0181
TES-M	SLV-M	MOB-C	0.0605036	0.880566	0.378553	0.0128047	310.742	24.9747	22.125
TES-S	SLV-M	MOB-C	0.118106	1.99343	0.0462148	0.0948878	48.4002	109.297	86.2068
MOB-C	TRE-F	SLV-M	0.130839	2.06016	0.0393835	0.0425175	147.06	61.406	47.1965
MOB-C	TRQ-F	SLV-M	0.127302	2.05379	0.0399956	0.0429551	140.568	63.8446	49.4251
SNM-C	MOB-C	SLV-O	0.109853	0.823241	0.410371	0.00159877	213.115	7.00347	5.61706
SNM-M	MOB-C	SLV-O	0.0978083	0.573482	0.566319	0.00186565	177.501	8.96925	7.37103
SNM-S	MOB-C	SLV-O	0.205811	1.56726	0.117053	0.0059361	176.947	15.1905	10.005
MOB-C	TES-C	SLV-O	0.0884672	0.690058	0.490158	0.00147289	224.384	7.88608	6.60417
TES-M	MOB-C	SLV-O	0.0513436	0.2792	0.780091	0.00101209	179.542	8.90774	8.0377
TES-S	MOB-C	SLV-O	0.199814	1.54269	0.122905	0.00531564	175.559	13.9611	9.31101
MOB-C	TRE-F	SLV-O	0.0785606	0.532429	0.594429	0.00134006	213.766	7.98363	6.8206
TRQ-F	MOB-C	SLV-O	0.0209115	0.150687	0.880223	0.000384019	214.702	8.12708	7.79415
MOB-C	SNM-C	SNM-M	0.0738251	1.03736	0.299567	0.0203133	161.71	52.6496	45.4104
SNM-C	MOB-C	SNM-S	0.171555	2.7193	0.00654203	0.0462479	191.267	60.099	42.498
SNM-C	MOB-C	TES-C	0.03072	0.719239	0.471993	0.0455283	74.7518	91.1664	85.732
MOB-C	SNM-C	TES-M	0.0535585	0.772962	0.439545	0.0151664	159.258	52.2828	46.9671
SNM-C	MOB-C	TES-S	0.139179	2.15986	0.0307834	0.0401962	191.255	57.3671	43.3495
TRE-F	SNM-C	MOB-C	0.0547766	1.24396	0.213515	0.0672613	99.6407	77.9798	69.8806
MOB-C	TRQ-F	SNM-C	0.104675	2.29816	0.0215527	0.138058	63.6914	100.125	81.1501
SNM-S	SNM-M	MOB-C	0.0688936	1.14337	0.252883	0.0566867	48.2371	107.582	93.7142
TES-C	MOB-C	SNM-M	0.0116478	0.186842	0.851784	0.00331232	183.2	51.826	50.6326
SNM-M	TES-M	MOB-C	0.0767908	0.985893	0.324186	0.0148579	328.397	23.8181	20.421
TES-S	SNM-M	MOB-C	0.0793493	1.30264	0.192696	0.0628675	48.2185	104.888	89.4664
MOB-C	TRE-F	SNM-M	0.103429	1.51742	0.129162	0.0308519	156.035	59.0159	47.9523
MOB-C	TRQ-F	SNM-M	0.1216	1.87376	0.060964	0.0382814	147.935	63.458	49.6983
TES-C	MOB-C	SNM-S	0.032752	0.666219	0.505271	0.00951317	203.484	55.1657	51.6667
SNM-S	TES-M	MOB-C	0.0925728	1.52066	0.128345	0.0768768	47.3552	111.228	92.3795
TES-S	SNM-S	MOB-C	0.0474781	0.883447	0.376995	0.0139378	304.767	38.2843	34.8137
TRE-F	MOB-C	SNM-S	0.18449	3.34609	0.000819603	0.051627	187.039	64.1999	44.201
TRQ-F	MOB-C	SNM-S	0.267041	5.09425	3.50123e-07	0.0732845	183.957	69.0886	39.9665
TES-C	MOB-C	TES-M	0.0153372	0.239674	0.810583	0.00445894	180.033	52.6049	51.0157
TES-C	MOB-C	TES-S	0.0205223	0.42046	0.674149	0.00637168	205.157	53.6734	51.5147
TRE-F	MOB-C	TES-C	0.0389008	1.07324	0.283163	0.0592182	73.9624	96.5178	89.2898
MOB-C	TES-C	TRQ-F	0.0875504	2.18113	0.0291741	0.0835564	103.519	83.251	69.8472
TES-S	TES-M	MOB-C	0.106867	1.75091	0.0799614	0.0860505	46.5171	109.902	88.6804
MOB-C	TRE-F	TES-M	0.0887823	1.37128	0.170289	0.0273167	153.34	58.9823	49.3632
